39555.hospitaltype,Critical Access HoXpitalX,Critical Access Hospitals
3624.address1,1200 MOHAVX ROAX,1200 MOHAVE ROAD
11960.stateavg,XX_PN-3B,CA_PN-3B
11585.city,XOLUXA,COLUSA
6910.condition,XXeumonia,Pneumonia
35771.condition,Surgical XnXection Prevention,Surgical Infection Prevention
44701.address1,2495 XHREVEPORX HIGHWAY; 71 N,2495 SHREVEPORT HIGHWAY; 71 N
45795.condition,HeaXt AtXack,Heart Attack
17592.stateavg,CTXSCIPXCARD-2,CT_SCIP-CARD-2
3270.hospitaltype,AcuteXCare HospitXls,Acute Care Hospitals
2803.measurename,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior Xo The AdministrationXOf The First Hospital Dose Of Antibiotics,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
35049.city,WATEXLOX,WATERLOO
4594.city,XICKENXURG,WICKENBURG
15028.address1,44X BXUCE STREET,444 BRUCE STREET
49502.hospitaltype,Acute CXre HosXitals,Acute Care Hospitals
18629.measurename,Heart Attack Patients GivXn ACE Inhibitor or ARB for Left VentriculXr Systolic Dysfunction (LVSD),Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
29903.stateavg,IL_HXX3,IL_HF-3
13251.stateavg,CA_SCIPXINX-2,CA_SCIP-INF-2
10175.condition,HeXrt AttaXk,Heart Attack
42035.address1,456XBURNXEY ROAD,456 BURNLEY ROAD
40014.stateavg,KY_XCIP-INX-6,KY_SCIP-INF-6
21940.address1,30X0 CORAL HILLS DRIVX,3000 CORAL HILLS DRIVE
27683.hospitaltype,AcuXe CXre Hospitals,Acute Care Hospitals
48496.city,NOXWOXD,NORWOOD
32623.condition,PXeXmonia,Pneumonia
11488.city,XXYTHE,BLYTHE
40393.condition,PXXumonia,Pneumonia
18258.address1,X9X0 N KENDALL DR,8900 N KENDALL DR
7526.measurename,Heart Attack Patients Given FibrinolyticXMedicatXon Within 30 Minutes Of Arrival,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
31274.stateavg,XL_XN-7,IL_PN-7
26763.hospitaltype,XritiXal Access Hospitals,Critical Access Hospitals
11383.condition,HXaXt Attack,Heart Attack
124.hospitaltype,AcuteXCare HospXtals,Acute Care Hospitals
23706.condition,Heart XttaXk,Heart Attack
44024.city,JACKXXN,JACKSON
41111.condition,HearX FaiXure,Heart Failure
3502.measurename,surgery patients whX were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the perioX just before and after their surgery,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
24210.city,XTLANTX,ATLANTA
20046.address1,X51XREDSTONE AVE SE,151 REDSTONE AVE SE
15201.measurename,Pneumonia PatieXts Assessed and GivenXInfluenza Vaccination,Pneumonia Patients Assessed and Given Influenza Vaccination
20892.city,NEW PORT RIXHEX,NEW PORT RICHEY
30378.condition,HeXXt Attack,Heart Attack
387.hospitaltype,Acute CareXHoXpitals,Acute Care Hospitals
2051.address1,1515 6TH AVENXE SXUTH,1515 6TH AVENUE SOUTH
28153.stateavg,IL_SCIX-INFX4,IL_SCIP-INF-4
7121.measurename,PneXmonia Patients Given SmokXng Cessation Advice/Counseling,Pneumonia Patients Given Smoking Cessation Advice/Counseling
22176.address1,1451 EL XAMINOXREAL,1451 EL CAMINO REAL
10035.measurename,Heart Failure Patients GiXen Smoking Cessation Advice/Xounseling,Heart Failure Patients Given Smoking Cessation Advice/Counseling
14125.address1,22X2 N NXVADA AVE,2222 N NEVADA AVE
17881.measurename,Heart Attack Patients Given SmokiXX Cessation Advice/Counseling,Heart Attack Patients Given Smoking Cessation Advice/Counseling
20392.hospitaltype,Acute Care XospXtals,Acute Care Hospitals
34493.city,DES MOIXEX,DES MOINES
16779.address1,711 X TAXLOR STREET,711 N TAYLOR STREET
16403.stateavg,COXPX-5C,CO_PN-5C
16499.hospitaltype,CriticXl AccXss Hospitals,Critical Access Hospitals
39387.measurename,Heart AXXack Patients Given Aspirin at Arrival,Heart Attack Patients Given Aspirin at Arrival
14881.city,WILLIXX,WILLITS
3784.city,SANXCXRLOS,SAN CARLOS
1545.city,WEXUMXKA,WETUMPKA
33018.city,MXNXTER,MUNSTER
15460.condition,XneuXonia,Pneumonia
33647.stateavg,INXXN-2,IN_PN-2
21579.city,OXXECHOBEE,OKEECHOBEE
19919.address1,700XWEST OXK STREET,700 WEST OAK STREET
23265.hospitaltype,Acute CXXe Hospitals,Acute Care Hospitals
48322.city,XEWTXN,NEWTON
4291.measurename,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the daysXright after Xurgery,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
27860.hospitaltype,AXutX Care Hospitals,Acute Care Hospitals
47198.measurename,Pneumonia Patients Given Initial XnXibiotic(s) within 6 Hours After Arrival,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
35099.address1,350 NORTH GRXXDVIEW,350 NORTH GRANDVIEW
40883.hospitaltype,Acute CarX - VA MedicalXCenter,Acute Care - VA Medical Center
38974.stateavg,XS_SCIP-XTE-2,KS_SCIP-VTE-2
21667.city,XAMPX,TAMPA
22072.stateavg,FL_SXXP-INF-2,FL_SCIP-INF-2
42371.hospitaltype,Acute CXre HoXpitals,Acute Care Hospitals
42730.hospitaltype,Acute Xare HospXtals,Acute Care Hospitals
39353.stateavg,KS_PNXX,KS_PN-7
20984.hospitaltype,Acute CaXe HospXtals,Acute Care Hospitals
22186.address1,250 XORTH WICKHXM ROAD,250 NORTH WICKHAM ROAD
30764.condition,HearX FXilure,Heart Failure
2079.hospitaltype,Acute Xare HospiXals,Acute Care Hospitals
46584.stateavg,MDXHFX1,MD_HF-1
4541.city,XUCSXN,TUCSON
43396.measurename,Pneumonia Patients Given the Most ApproXXiate Initial Antibiotic(s),Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
47254.condition,SurgicaX InfXction Prevention,Surgical Infection Prevention
40727.stateavg,KYXAMX-8A,KY_AMI-8A
23505.condition,PneuXXnia,Pneumonia
42413.hospitaltype,AcuteXCareXHospitals,Acute Care Hospitals
12407.condition,Heart AXXack,Heart Attack
42684.stateavg,LA_SCIPXINF-X,LA_SCIP-INF-2
6494.condition,HearXXAttack,Heart Attack
12358.address1,1150 VEXEXANS BLVD,1150 VETERANS BLVD
45921.city,BXLTIMXRE,BALTIMORE
48183.city,XILFXRD,MILFORD
21746.stateavg,XX_AMI-2,FL_AMI-2
43362.measurename,Heart AttXck Patients GiveX PCI Within 90 Minutes Of Arrival,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
35598.stateavg,IA_SCIPXINF-X,IA_SCIP-INF-4
20080.measurename,Heart Failure Patients Given ACE Inhibitor or ARB for LefX Ventricular Systolic Dysfunction (XVSD),Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
11962.hospitaltype,Acute XareXHospitals,Acute Care Hospitals
20559.city,SARASXTX,SARASOTA
25661.stateavg,XAXAMI-4,GA_AMI-4
46912.hospitaltype,AXute Care HospXtals,Acute Care Hospitals
16801.hospitaltype,Critical AccesX Xospitals,Critical Access Hospitals
19787.condition,SuXgical Infection Xrevention,Surgical Infection Prevention
39232.city,XONCORDXA,CONCORDIA
36538.hospitaltype,Critical AccesX Xospitals,Critical Access Hospitals
31167.condition,Heart XailuXe,Heart Failure
2488.measurename,Heart Failure Patients Given Xn Evaluation of Left Ventricular SXstolic (LVS) Function,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
12405.hospitaltype,Acute Care HoXXitals,Acute Care Hospitals
47857.stateavg,MX_XN-2,MA_PN-2
5725.city,NXXPORT,NEWPORT
16298.hospitaltype,Acute Care XXspitals,Acute Care Hospitals
34380.city,MXRSHALLXOWN,MARSHALLTOWN
42731.stateavg,LA_PNXX,LA_PN-7
31838.hospitaltype,Acute CXre HospiXals,Acute Care Hospitals
32927.stateavg,INXSCIP-INX-2,IN_SCIP-INF-2
7888.hospitaltype,Acute Care XospXtals,Acute Care Hospitals
48638.stateavg,MA_AMIXX,MA_AMI-2
11827.stateavg,CA_HX-X,CA_HF-4
29131.city,CXICXGO,CHICAGO
47449.measurename,Heart Attack Patients GXven Smoking Cessation AdviXe/Counseling,Heart Attack Patients Given Smoking Cessation Advice/Counseling
17347.city,GREENXXCH,GREENWICH
34639.stateavg,XA_SCIP-XTE-2,IA_SCIP-VTE-2
41147.condition,SuXgical InfectionXPrevention,Surgical Infection Prevention
47987.address1,36X HIGHLANX AVENUE,363 HIGHLAND AVENUE
2222.stateavg,AL_SCIP-IXFX6,AL_SCIP-INF-6
14888.condition,Xeart FailuXe,Heart Failure
28995.city,XURORX,AURORA
7942.hospitaltype,AcutX Xare Hospitals,Acute Care Hospitals
13264.measurename,Heart FailurX PatieXts Given Discharge Instructions,Heart Failure Patients Given Discharge Instructions
44595.city,SXIXELL,SLIDELL
36549.hospitaltype,CriticaX Access HXspitals,Critical Access Hospitals
46269.measurename,surgery patients who were taking heart drugs calXed beta blockers before comingXto the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
6627.address1,2X4 CARTEX STREET,214 CARTER STREET
18549.measurename,surgery patients needing hair removed fXom the surgical areX before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
21489.hospitaltype,Acute Care HosXitaXs,Acute Care Hospitals
31337.city,GARX,GARY
47917.stateavg,MA_SCIX-INF-X,MA_SCIP-INF-4
46681.stateavg,MX_AXI-5,MD_AMI-5
11248.address1,50X XETALUMA AVE,501 PETALUMA AVE
35534.city,DXWXTT,DEWITT
13947.address1,525 N GAXFIELX AVE,525 N GARFIELD AVE
22718.hospitaltype,Acute CarX HXspitals,Acute Care Hospitals
28512.condition,Heart XXtack,Heart Attack
22829.address1,7X5 DIXIE STREXT,705 DIXIE STREET
10477.measurename,patients who got treaXment  Xt the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
44516.condition,XneumoniX,Pneumonia
28814.address1,2525 S MICHXXAN AVE,2525 S MICHIGAN AVE
42036.city,SXOTTSVXLLE,SCOTTSVILLE
34913.city,CLIXXON,CLINTON
345.hospitaltype,Acute CareXHospitalX,Acute Care Hospitals
28237.condition,HeaXtXAttack,Heart Attack
37559.hospitaltype,Acute Care - VA Xedical CeXter,Acute Care - VA Medical Center
41139.address1,2501 KENTUCKY AXENUX,2501 KENTUCKY AVENUE
17333.stateavg,CTXPN-X,CT_PN-2
47530.hospitaltype,AcXXe Care Hospitals,Acute Care Hospitals
12561.condition,XeXrt Failure,Heart Failure
8931.address1,16237 VENTURX BXVD,16237 VENTURA BLVD
11945.address1,2X103 XAKE CHABOT ROAD,20103 LAKE CHABOT ROAD
15462.measurename,surgery patients who were given an antibiotic at the right tiXe (within one hour before surgerX) to help prevent infection,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
27292.address1,X00 EAST LEFXVRE ROAD,100 EAST LEFEVRE ROAD
38875.hospitaltype,Xritical AXcess Hospitals,Critical Access Hospitals
21000.city,XIAXI,MIAMI
18935.address1,X01 W PXYMOUTH AVE,701 W PLYMOUTH AVE
14993.city,WEAVEXVILLX,WEAVERVILLE
12652.hospitaltype,Acute Xare HospitalX,Acute Care Hospitals
3001.city,TUCXXN,TUCSON
18308.measurename,PXeumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital DosX Of Antibiotics,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
11924.city,CASXRO VAXLEY,CASTRO VALLEY
781.stateavg,XL_AXI-4,AL_AMI-4
13346.city,VXCXVILLE,VACAVILLE
34355.condition,PneuXoXia,Pneumonia
48935.measurename,surgery paXients whose preventive antibiotics were stopped at the right time (within 24 hours after surgeryX,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
24748.address1,2000 PXLMYRA RD BOXX1908,2000 PALMYRA RD BOX 1908
29498.city,GENXVX,GENEVA
39657.condition,PnXumXnia,Pneumonia
30085.address1,450 WEST HIGHXAYX22,450 WEST HIGHWAY 22
27321.city,MXUNT VERNXN,MOUNT VERNON
39069.hospitaltype,AcuteXCare HospiXals,Acute Care Hospitals
17572.condition,Surgical IXfecXion Prevention,Surgical Infection Prevention
14822.condition,SurgicXl Infection PreveXtion,Surgical Infection Prevention
9640.hospitaltype,Xcute Care HoXpitals,Acute Care Hospitals
42328.city,LAFXYEXTE,LAFAYETTE
4519.condition,Surgical InfectionXPXevention,Surgical Infection Prevention
34139.address1,X0X S MAIN ST,801 S MAIN ST
34385.address1,3 SOUTH 4TH AXXNUE,3 SOUTH 4TH AVENUE
18898.condition,Heart AttXcX,Heart Attack
39032.measurename,surgery patients whose preventive antibioXics were stopped at Xhe right time (within 24 hours after surgery),surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
7434.hospitaltype,Acute Care HXspitaXs,Acute Care Hospitals
9569.condition,Surgical XnfectionXPrevention,Surgical Infection Prevention
21898.city,LXXAHATCHEX,LOXAHATCHEE
33464.address1,9301 XONNECTIXUT DR,9301 CONNECTICUT DR
35836.hospitaltype,Critical AccXss HosXitals,Critical Access Hospitals
32937.measurename,Heart AttaXk Patients Given BeXa Blocker at Discharge,Heart Attack Patients Given Beta Blocker at Discharge
48993.address1,1810X OAXWOOD BLVD,18101 OAKWOOD BLVD
31189.hospitaltype,Xritical AcXess Hospitals,Critical Access Hospitals
32044.city,TERRX HAUXE,TERRE HAUTE
32225.measurename,Heart Attack Patients Given XCI Within 90 MinXtes Of Arrival,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
15583.address1,42X1 W 16XH AVE,4231 W 16TH AVE
5168.address1,1601 NXWXASTLE ROAD,1601 NEWCASTLE ROAD
7645.city,HOLLXWXOD,HOLLYWOOD
26548.address1,520 NORTH THIXD AVENUX,520 NORTH THIRD AVENUE
28533.stateavg,IX_AXI-2,IL_AMI-2
13795.condition,HeaXt AttacX,Heart Attack
49298.stateavg,MIXPNX4,MI_PN-4
47042.stateavg,MX_HF-X,MD_HF-2
11895.condition,SurgiXal Infection PrevenXion,Surgical Infection Prevention
19625.measurename,Heart Failure Patients Given SXoking Cessation Advice/CounXeling,Heart Failure Patients Given Smoking Cessation Advice/Counseling
30549.city,HOOPEXXON,HOOPESTON
46032.stateavg,MD_XMI-X,MD_AMI-4
7474.condition,Xeart AXtack,Heart Attack
35764.stateavg,IA_PNX3X,IA_PN-3B
28589.city,DECXXUR,DECATUR
5666.address1,1001 XCHNXIDER DRIVE,1001 SCHNEIDER DRIVE
8961.stateavg,CA_XX-2,CA_PN-2
40978.address1,1X07 WEST LEXINGTXN AVENUE,1107 WEST LEXINGTON AVENUE
3221.address1,2400 SOUTX AVENXE A,2400 SOUTH AVENUE A
36075.condition,Surgical InXection PreventiXn,Surgical Infection Prevention
44934.city,XAPLAX,KAPLAN
39532.measurename,Pneumonia PatieXts Given Xhe Most Appropriate Initial Antibiotic(s),Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
12671.condition,SuXgical InXection Prevention,Surgical Infection Prevention
1729.measurename,Heart Attack Patients GiveXXBeta Blocker at Discharge,Heart Attack Patients Given Beta Blocker at Discharge
48044.condition,Surgical IXfection PreventXon,Surgical Infection Prevention
20069.condition,Xurgical Infection PrXvention,Surgical Infection Prevention
34070.stateavg,XN_HF-X,IN_HF-3
4764.condition,XneumoXia,Pneumonia
4064.address1,48XX NORTH STONE AVENUE,4888 NORTH STONE AVENUE
26556.condition,XearX Attack,Heart Attack
42431.stateavg,LA_XN-X,LA_PN-7
34061.address1,207 N TOWXLINX ROAD,207 N TOWNLINE ROAD
25778.stateavg,GA_SCIX-INX-3,GA_SCIP-INF-3
27264.condition,Heart AttXXk,Heart Attack
39605.hospitaltype,Critical AcceXs HospXtals,Critical Access Hospitals
42532.hospitaltype,Acute CXre HospitaXs,Acute Care Hospitals
15797.city,COLORADO SXRXNGS,COLORADO SPRINGS
22869.condition,HeaXX Failure,Heart Failure
6695.condition,Surgical InfXction PrevXntion,Surgical Infection Prevention
30677.measurename,surgery patients whoXe doctors ordered treatments to prevent blood clots after cerXain types of surgeries,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
44953.condition,HeXrt AtXack,Heart Attack
15700.stateavg,CX_XMI-4,CO_AMI-4
44113.condition,Surgical InfXction Xrevention,Surgical Infection Prevention
13899.city,WHITXIEX,WHITTIER
36719.measurename,Pneumonia PatientX Whose Initial Emergency Room Blood Culture Was Performed Prior To The AdministratiXn Of The First Hospital Dose Of Antibiotics,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
30045.address1,1555 N BARRINXTON XD,1555 N BARRINGTON RD
9293.city,FREXOXT,FREMONT
1852.stateavg,ALXAMIX3,AL_AMI-3
18585.measurename,Heart Failure Patients GiveX an Evaluation of Left Ventricular Systolic (XVS) Function,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
4785.address1,1X1 COLE XVENUE,101 COLE AVENUE
34159.stateavg,IX_SCIP-INX-2,IN_SCIP-INF-2
23661.stateavg,GAXSCIP-INF-X,GA_SCIP-INF-4
38216.city,XICHIXA,WICHITA
18449.condition,Xurgical Infection PrXvention,Surgical Infection Prevention
7074.condition,XneumonXa,Pneumonia
40047.city,LOXDXN,LONDON
29727.stateavg,ILXXN-7,IL_PN-7
24338.condition,HearX FXilure,Heart Failure
33829.city,XAXASH,WABASH
18580.city,OCXEX,OCOEE
12680.hospitaltype,Acute Care XXspitals,Acute Care Hospitals
25704.stateavg,XA_SCIP-INX-4,GA_SCIP-INF-4
43059.measurename,Heart Xttack Patients Given ACE Inhibitor or ARB forXLeft Ventricular Systolic Dysfunction (LVSD),Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
9431.measurename,Heart Attack Patients Given PCI Within 90 MinutesXOf ArrivaX,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
45251.hospitaltype,Acute Care XoXpitals,Acute Care Hospitals
35315.condition,Surgical IXXection Prevention,Surgical Infection Prevention
13824.condition,Heart FXiXure,Heart Failure
19415.stateavg,FL_XX-4,FL_HF-4
15392.hospitaltype,Acute Care HXspitXls,Acute Care Hospitals
12780.measurename,Heart Attack PaXients Given AspirXn at Discharge,Heart Attack Patients Given Aspirin at Discharge
47511.hospitaltype,Acute CareXXospitals,Acute Care Hospitals
8078.hospitaltype,AcuXX Care Hospitals,Acute Care Hospitals
10092.stateavg,CA_XCXP-CARD-2,CA_SCIP-CARD-2
44392.stateavg,LA_SCXP-VTEX2,LA_SCIP-VTE-2
29766.condition,HeXrt AttaXk,Heart Attack
45090.address1,144 SXATE XT,144 STATE ST
39352.condition,PneXmoXia,Pneumonia
36965.stateavg,IA_XX-2,IA_HF-2
4785.condition,Heart FXilXre,Heart Failure
35898.stateavg,IA_SCXP-INF-X,IA_SCIP-INF-4
39450.address1,5X6 3RD STREXT,506 3RD STREET
34519.city,COUNCIL BLXFXS,COUNCIL BLUFFS
40787.address1,800XZORN AXENUE,800 ZORN AVENUE
40734.measurename,Pneumonia Patients Given SmokinX Cessation Advice/CounselXng,Pneumonia Patients Given Smoking Cessation Advice/Counseling
19063.address1,1475 X 49TX ST,1475 W 49TH ST
21333.stateavg,FX_XN-7,FL_PN-7
25755.stateavg,GA_SCXP-INF-X,GA_SCIP-INF-6
6965.hospitaltype,AcXte Xare Hospitals,Acute Care Hospitals
21915.city,WXLXINGTON,WELLINGTON
40379.measurename,Heart AttXck Patients Given ACE Inhibitor or ARB for Left Ventricular SystXlic Dysfunction (LVSD),Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
38193.hospitaltype,Acute CaXeXHospitals,Acute Care Hospitals
11129.stateavg,CX_SXIP-VTE-1,CA_SCIP-VTE-1
35215.hospitaltype,AcuXe Care HospXtals,Acute Care Hospitals
37229.stateavg,KS_SCXP-CXRD-2,KS_SCIP-CARD-2
47310.hospitaltype,Acute Care XXspitals,Acute Care Hospitals
40987.stateavg,KY_HX-X,KY_HF-4
29992.address1,ONE KISH HOXXITAL DRIVE,ONE KISH HOSPITAL DRIVE
43962.condition,SurgiXal InfXction Prevention,Surgical Infection Prevention
34830.city,WATXRLXO,WATERLOO
34857.hospitaltype,AcuteXCXre Hospitals,Acute Care Hospitals
8028.hospitaltype,Acute Care HoXpitalX,Acute Care Hospitals
17187.address1,201 CHESTXUX HILL RD,201 CHESTNUT HILL RD
19052.condition,Xeart AXtack,Heart Attack
24295.measurename,Pneumonia Patients Assessed andXGiven InfXuenza Vaccination,Pneumonia Patients Assessed and Given Influenza Vaccination
20295.address1,X3X0 MICCOSUKEE RD,1300 MICCOSUKEE RD
17078.condition,HXart AXtack,Heart Attack
24516.measurename,Heart Attack Patients Given ACE Inhibitor or ARB for Left VentriXXlar Systolic Dysfunction (LVSD),Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
26788.condition,Heart FaXlurX,Heart Failure
11243.measurename,PneumoXia Patients Whose Initial Emergency Room Blood CuXture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
43901.measurename,Heart Failure PatieXts Given an Evaluation of Left Ventricular Systolic (LVX) Function,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
25890.city,QUXXMAN,QUITMAN
49958.city,TRAXERSE CIXY,TRAVERSE CITY
39813.condition,SurXical Infection PreventioX,Surgical Infection Prevention
4715.condition,PXeXmonia,Pneumonia
2912.measurename,all heart surgery patients whose blood sugar (blood gXucose)Xis kept under good control in the days right after surgery,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
32570.condition,PnXuXonia,Pneumonia
42458.measurename,surgery patienXs who were given an antiXiotic at the right time (within one hour before surgery) to help prevent infection,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
18440.address1,502 WXHIGHLAND BLXD,502 W HIGHLAND BLVD
30495.hospitaltype,Critical AccXss HospXtals,Critical Access Hospitals
21615.address1,1210 S OLD DIXIE HIXHWAY,1210 S OLD DIXIE HIGHWAY
41119.stateavg,KY_SXXP-CARD-2,KY_SCIP-CARD-2
29675.measurename,Pneumonia Patients Given Initial AntibiotiX(s) within 6 Hours AfteX Arrival,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
47014.hospitaltype,Acute CareXHospitaXs,Acute Care Hospitals
29757.stateavg,IL_SCIP-IXFX4,IL_SCIP-INF-4
18001.stateavg,XC_SCIP-INFX3,DC_SCIP-INF-3
45722.city,HOUXTOX,HOULTON
21192.stateavg,FX_AMX-1,FL_AMI-1
37644.address1,1000 HOXPITAL DX,1000 HOSPITAL DR
6412.measurename,suXgery patientsXwho were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
8573.city,XCEANXIDE,OCEANSIDE
37705.address1,1902XSOUTH US HXY 59,1902 SOUTH US HWY 59
20378.address1,4250XHOSPITXL DRIVE,4250 HOSPITAL DRIVE
7826.city,SXN PAXLO,SAN PABLO
19738.condition,Surgical Infection XreXention,Surgical Infection Prevention
38642.stateavg,KS_SCXX-CARD-2,KS_SCIP-CARD-2
8624.measurename,Pneumonia Patients Given the Most Appropriate InitiaX AXtibiotic(s),Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
27858.stateavg,ILXHF-X,IL_HF-3
41922.hospitaltype,CriticalXAccess HXspitals,Critical Access Hospitals
16194.address1,1X01 S XOTOMAC ST,1501 S POTOMAC ST
8491.measurename,Heart Failure PXtients Given Discharge InXtructions,Heart Failure Patients Given Discharge Instructions
35382.hospitaltype,Critical AXcXss Hospitals,Critical Access Hospitals
10372.measurename,surgery patients who were given the  right kind  of antibiotic Xo help Xrevent infection,surgery patients who were given the  right kind  of antibiotic to help prevent infection
46260.hospitaltype,Acute Care HoXpitalX,Acute Care Hospitals
32722.address1,X401 UXIVERSITY AVE,2401 UNIVERSITY AVE
37039.condition,Heart XtXack,Heart Attack
24539.stateavg,GA_AXI-X,GA_AMI-1
205.measurename,Heart Failure Patients Given SmXking CessaXion Advice/Counseling,Heart Failure Patients Given Smoking Cessation Advice/Counseling
10108.hospitaltype,AcutX CareXHospitals,Acute Care Hospitals
21199.condition,Xeart Xailure,Heart Failure
34732.hospitaltype,Xcute Care HospitXls,Acute Care Hospitals
24739.measurename,HeXrt AXtack Patients Given Aspirin at Arrival,Heart Attack Patients Given Aspirin at Arrival
6281.hospitaltype,CriticaX Access HospiXals,Critical Access Hospitals
17738.hospitaltype,Acute CarX HospitaXs,Acute Care Hospitals
24589.stateavg,GAXAMIX1,GA_AMI-1
30382.hospitaltype,CXitical Access HospiXals,Critical Access Hospitals
20446.address1,4X00 SANXPABLO ROAD,4500 SAN PABLO ROAD
41719.address1,309 XLEVENTH STREXT,309 ELEVENTH STREET
3980.measurename,PneumoniX Patients Given Initial AXtibiotic(s) within 6 Hours After Arrival,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
35631.measurename,Heart Attack Patients Given Beta XlockeX at Discharge,Heart Attack Patients Given Beta Blocker at Discharge
1216.stateavg,XL_HFX1,AL_HF-1
32355.address1,OXE KINGS DAUGHTERX DR,ONE KINGS DAUGHTERS DR
46568.hospitaltype,AXute Care HXspitals,Acute Care Hospitals
21939.city,CXRAL SPXINGS,CORAL SPRINGS
35199.hospitaltype,AcXte CareXHospitals,Acute Care Hospitals
18841.condition,Heart AXXack,Heart Attack
9849.city,SALXXAS,SALINAS
14881.condition,HeXrt AttacX,Heart Attack
47679.address1,7X HOSPIXAL AVENUE,71 HOSPITAL AVENUE
43439.city,SHREVXXORT,SHREVEPORT
13677.measurename,PneumoniX Patients GXven Smoking Cessation Advice/Counseling,Pneumonia Patients Given Smoking Cessation Advice/Counseling
6294.city,NASHVXXLE,NASHVILLE
38946.measurename,all heart surgery patieXtX whose blood sugar (blood glucose) is kept under good control in the days right after surgery,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
17531.city,MANCXEXTER,MANCHESTER
6874.city,SACRAXENXO,SACRAMENTO
28866.city,BXXOMINGTON,BLOOMINGTON
33602.condition,PneumoXXa,Pneumonia
43214.hospitaltype,Acute CarX HXspitals,Acute Care Hospitals
45713.stateavg,ME_SCIPXINX-3,ME_SCIP-INF-3
36671.measurename,Pneumonia Patients GiveX InXtial Antibiotic(s) within 6 Hours After Arrival,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
13830.address1,1421 XAKDAXE ROAD,1421 OAKDALE ROAD
24838.condition,PneuXonXa,Pneumonia
31391.stateavg,INXHX-2,IN_HF-2
14900.stateavg,CX_SCIP-INFX4,CA_SCIP-INF-4
12470.measurename,Pneumonia Patients Assessed and Given Influenza VaccinaXiXn,Pneumonia Patients Assessed and Given Influenza Vaccination
773.condition,Surgical InfXction PrXvention,Surgical Infection Prevention
41397.address1,1025 NEW MOOXX LANE,1025 NEW MOODY LANE
38732.condition,Heart XXilure,Heart Failure
